Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
236,"DW Soole, BC Watson, JJ Fleiter","Effects of average speed enforcement on speed compliance and crashes: A review of the literature",2013,"Accident Analysis &Prevention","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457513000432","https://scholar.google.com/scholar?cites=9851727333429103927&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-05-21 15:27:44","HTML","","","",,,,,236,21.45,79,3,11,"… Average speed enforcement offers a greater network-… speed enforcement approaches. Although comparatively expensive it represents a highly reliable approach to speed enforcement …","https://www.sciencedirect.com/science/article/pii/S0001457513000432","https://scholar.google.com/scholar?q=related:N00MJdBduIgJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
13,"M Cameron, A Delaney","Speed enforcement–Effects, mechanisms, intensity and economic benefits of each mode of operation",2008,"Journal of Road Safety","journalofroadsafety.org","https://journalofroadsafety.org/article/32903.pdf","https://scholar.google.com/scholar?cites=17043626303586348901&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-05-21 15:27:44","PDF","","","",,,,,13,0.81,7,2,16,"… In broad terms, the speed enforcement programs evaluated have been demonstrated to be … speed enforcement programs can be obtained. This paper describes the speed enforcement …","https://journalofroadsafety.org/article/32903.pdf","https://scholar.google.com/scholar?q=related:Za_EddIfh-wJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
63,"RA Retting, CM Farmer, AT McCartt","Evaluation of automated speed enforcement in Montgomery County, Maryland",2008,"Traffic injury prevention","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15389580802221333","https://scholar.google.com/scholar?cites=8527338041787389087&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-05-21 15:27:44","","10.1080/15389580802221333","","",,,,,63,3.94,21,3,16,"Objectives. Almost one quarter of speeding-related fatalities occur on streets with speed limits of 35 mph or less. In 2007, Montgomery County, Maryland, implemented the state's first …","https://www.academia.edu/download/47903253/Evaluation_of_ASE_in_Montgomery_County__MD.pdf","https://scholar.google.com/scholar?q=related:n5Rp7MQwV3YJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
10,"RA Retting","Two Decades of Photo Enforcement in the united States: a brief Summary of Experience and lessons learned",2010,"ITE Journal","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ed2a3959fde9fb0bddb31eb713822db32d437f08","https://scholar.google.com/scholar?cites=6598207107924042&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-05-21 15:27:44","PDF","","","",,,,,10,0.71,10,1,14,"… The first use of automated speed enforcement (ASE) was … Other violations targeted by photo enforcement include motorists … other photo enforcement applications have been limited. …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ed2a3959fde9fb0bddb31eb713822db32d437f08","https://scholar.google.com/scholar?q=related:SoDSzghxFwAJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"L CARNIS","International Comparison of Automated Speed Enforcement Systems",2012,"","… .developpement-durable.gouv.fr","http://temis.documentation.developpement-durable.gouv.fr/docs/Temis/0078/Temis-0078249/20705_Synthesis.pdf","",19,"2024-05-21 15:27:44","PDF","","","",,,,,0,0.00,0,1,12,"Comparaison internationale des systèmes de contrôle sanction automatisé de la vitesse, sous la direction scientifique de Laurent CARNIS, avec la collaboration d’Ariane Dupont et de …","http://temis.documentation.developpement-durable.gouv.fr/docs/Temis/0078/Temis-0078249/20705_Synthesis.pdf","https://scholar.google.com/scholar?q=related:SRodp6UVLXYJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
33,"J He, M King, B Watson, A Rakotonirainy…","Speed enforcement in China: National, provincial and city initiatives and their success",2013,"Accident Analysis & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457512001509","https://scholar.google.com/scholar?cites=5710046957677698888&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-05-21 15:27:44","HTML","","","",,,,,33,3.00,7,5,11,"… Typically, documentation of speed enforcement programmes … in the analysis of speed enforcement in China and result in … the rapid development of speed enforcement programmes in …","https://www.sciencedirect.com/science/article/pii/S0001457512001509","https://scholar.google.com/scholar?q=related:SN8tc3QpPk8J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
47,"W Vanlaar, R Robertson, K Marcoux","An evaluation of Winnipeg's photo enforcement safety program: Results of time series analyses and an intersection camera experiment",2014,"Accident Analysis &Prevention","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457513003771","https://scholar.google.com/scholar?cites=5482436736635844811&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-05-21 15:27:44","HTML","","","",,,,,47,4.70,16,3,10,"… of Winnipeg's photo enforcement safety program on … photo enforcement had a protective effect on speeding behavior at intersections. However, the data also suggest photo enforcement …","https://www.sciencedirect.com/science/article/pii/S0001457513003771","https://scholar.google.com/scholar?q=related:yzi7LiqHFUwJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
73,"LJ Thomas, R Srinivasan, LE Decina…","Safety effects of automated speed enforcement programs: critical review of international literature",2008,"Transportation …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/2078-16","https://scholar.google.com/scholar?cites=12746215644694495684&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-05-21 15:27:44","","10.3141/2078-16","","",,,,,73,4.56,18,4,16,"… of introducing automated speed enforcement (involving image capture) were determined by considering study quality factors and type of automated speed enforcement program. In …","https://www.researchgate.net/profile/Libby-Thomas-2/publication/238196885_Safety_Effects_of_Automated_Speed_Enforcement_Programs_Critical_Review_of_International_Literature/links/56f1424608ae5c367d4a9da8/Safety-Effects-of-Automated-Speed-Enforcement-Programs-Critical-Review-of-International-Literature.pdf","https://scholar.google.com/scholar?q=related:xMGKtJin47AJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
2,"P Tanikasem, T Satiennam, W Satiennam","PW 0609 Effects of a speed camera project by automatic speed enforcement system on an urban arterial road at khonkaen city, thailand",2018,"","injuryprevention.bmj.com","https://injuryprevention.bmj.com/content/24/Suppl_2/A55.2.abstract","https://scholar.google.com/scholar?cites=6697706416404396239&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-05-21 15:27:44","","","","",,,,,2,0.33,1,3,6,"Khon Kaen’s road safety committee implemented the ‘14 km. Safe Drive Corridor’ project in 2016 to reduce the number of traffic accidents by using automatic speed enforcement system…","","https://scholar.google.com/scholar?q=related:z3ij738I81wJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
3,"A Ilgaz, M Saltan","Point-To-Point Speed Enforcement: A Case Study on Drivers' Speed Behavior in Turkey",2018,"International Journal for Traffic and Transport …","ijtte.com","http://ijtte.com/uploads/2018-04-25/b2ddba6e-57fc-0b28ijtte.2018.8(2)04.pdf","https://scholar.google.com/scholar?cites=15977274068399142905&as_sdt=2005&sciodt=0,5&hl=en",24,"2024-05-21 15:27:44","PDF","","","",,,,,3,0.50,2,2,6,"… Mobile P2P speed enforcement was used in this study for examining the speeding behaviors of drivers with regard to section preference. The average speed values of the drivers were …","http://ijtte.com/uploads/2018-04-25/b2ddba6e-57fc-0b28ijtte.2018.8(2)04.pdf","https://scholar.google.com/scholar?q=related:-bf9LR2uut0J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
69,"RA Retting, SY Kyrychenko, AT McCartt","Evaluation of automated speed enforcement on Loop 101 freeway in Scottsdale, Arizona",2008,"Accident Analysis &Prevention","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457508000559","https://scholar.google.com/scholar?cites=379089199942896134&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-05-21 15:27:44","HTML","","","",,,,,69,4.31,23,3,16,"Speed cameras can reduce speeding and injury crashes, but in many communities they are confined to low-speed settings such as residential streets and school zones. In 2006 the city …","https://www.sciencedirect.com/science/article/pii/S0001457508000559","https://scholar.google.com/scholar?q=related:BorIbJ7LQgUJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"M Cameron, A Delaney","and sub-title: Development of strategies for best practice in speed enforcement in",2006,"Laser","monash.edu","https://www.monash.edu/__data/assets/pdf_file/0008/216665/Development-of-strategies-for-best-practice-in-speed-enforcement-in-Western-Australia-Final-report.pdf","",26,"2024-05-21 15:27:44","PDF","","","",,,,,0,0.00,0,2,18,"… speed enforcement was reviewed and synthesised to provide strategic understanding of their mechanisms. For some key speed enforcement … a suitable speed enforcement method for …","https://www.monash.edu/__data/assets/pdf_file/0008/216665/Development-of-strategies-for-best-practice-in-speed-enforcement-in-Western-Australia-Final-report.pdf","https://scholar.google.com/scholar?q=related:bFEw7SbsvGAJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
1,"R Miller, JS Osberg, R Retting, MK Ballou, RG Atkins…","System Analysis of Automated Speed Enforcement Implementation",2016,"","rosap.ntl.bts.gov","https://rosap.ntl.bts.gov/view/dot/1983","https://scholar.google.com/scholar?cites=7516614989924321062&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-05-21 15:27:44","","","","",,,,,1,0.13,0,6,8,"Speeding is a major factor in a large proportion of traffic crashes, injuries, and fatalities in the United States. Automated Speed Enforcement (ASE) is one of many approaches shown to …","https://rosap.ntl.bts.gov/view/dot/1983/dot_1983_DS1.pdf","https://scholar.google.com/scholar?q=related:JsfQM4JhUGgJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
45,"W Hu, AT McCartt","Effects of automated speed enforcement in Montgomery County, Maryland, on vehicle speeds, public opinion, and crashes",2016,"Traffic injury prevention","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15389588.2016.1189076","https://scholar.google.com/scholar?cites=16532577571533615342&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-05-21 15:27:44","","10.1080/15389588.2016.1189076","","",,,,,45,5.63,23,2,8,"Objectives: In May 2007, Montgomery County, Maryland, implemented an automated speed enforcement program, with cameras allowed on residential streets with speed limits of 35 …","","https://scholar.google.com/scholar?q=related:7vDZPLWDb-UJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
23,"CM Cunningham, JE Hummer…","Analysis of automated speed enforcement cameras in Charlotte, North Carolina",2008,"Transportation …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/2078-17","https://scholar.google.com/scholar?cites=15903425759978307747&as_sdt=2005&sciodt=0,5&hl=en",29,"2024-05-21 15:27:44","","10.3141/2078-17","","",,,,,23,1.44,8,3,16,"… speed enforcement … of speed enforcement in 1902 in Westchester County, New York, the United States has continuously applied the latest technologies. Automated speed enforcement …","","https://scholar.google.com/scholar?q=related:o8BN_3dRtNwJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
32,"L Carnis","Automated speed enforcement: What the French experience can teach us",2011,"Journal of Transportation Safety &Security","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/19439962.2010.551450","https://scholar.google.com/scholar?cites=5982295897832989222&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-05-21 15:27:44","","10.1080/19439962.2010.551450","","",,,,,32,2.46,32,1,13,"… this speed enforcement program. The French system functions differently and has its own special characteristics when it is compared with other speed enforcement … speed enforcement …","https://hal.science/hal-00430965/document","https://scholar.google.com/scholar?q=related:JqKca2xiBVMJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
