RecordID,Accession number,Title,ForeignTitle,Record type,Language1,Language2,Language3,Record URL1,Record URL2,Record URL3,Source agency,Source Data,Abstract,Supplemental notes,TRIS files,Report number1,Report number2,Report number3,Report number4,Report number5,Report number6,Report number7,Report number8,Report number9,Report number10,Contract number1,Contract number2,Contract number3,Contract number4,Contract number5,Contract number6,Contract number7,Contract number8,Contract number9,Contract number10,Index terms,Subject areas,Created date,Last modified,Media type,Pagination,OCLC,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Discusser1,Discusser2,Discusser3,Discusser4,Discusser5,Discusser6,Discusser7,Discusser8,Discusser9,Discusser10,Chapter,Dataset version,Dataset integrity hash,Dataset publisher1,Dataset publisher2,Dataset publisher3,Dataset publisher4,Dataset publisher5,Dataset publisher6,Dataset publisher7,Dataset publisher8,Dataset publisher9,Dataset publisher10,Features,Publication date,Serial,Conference,Conference sponsor1,Conference sponsor2,Conference sponsor3,Conference sponsor4,Conference sponsor5,Conference sponsor6,Conference sponsor7,Conference sponsor8,Conference sponsor9,Conference sponsor10,Corporate author1,Corporate author2,Corporate author3,Corporate author4,Corporate author5,Corporate author6,Corporate author7,Corporate author8,Corporate author9,Corporate author10,Editor1,Editor2,Editor3,Editor4,Editor5,Editor6,Editor7,Editor8,Editor9,Editor10,Availability agency1,Availability agency2,Availability agency3,Availability agency4,Availability agency5,Availability agency6,Availability agency7,Availability agency8,Availability agency9,Availability agency10,ISBN,Volume,Issue,Edition,Period covered,Project status,Public access compliant,Funding,Deliverables,Notice date,Start date,Expected completion date,Actual completion date,Sponsor organization1,Sponsor organization2,Sponsor organization3,Sponsor organization4,Sponsor organization5,Sponsor organization6,Sponsor organization7,Sponsor organization8,Sponsor organization9,Sponsor organization10,Managing organization1,Managing organization2,Managing organization3,Managing organization4,Managing organization5,Managing organization6,Managing organization7,Managing organization8,Managing organization9,Managing organization10,Performing organization1,Performing organization2,Performing organization3,Performing organization4,Performing organization5,Performing organization6,Performing organization7,Performing organization8,Performing organization9,Performing organization10,Project manager1,Project manager2,Project manager3,Project manager4,Project manager5,Project manager6,Project manager7,Project manager8,Project manager9,Project manager10,Principal investigator1,Principal investigator2,Principal investigator3,Principal investigator4,Principal investigator5,Principal investigator6,Principal investigator7,Principal investigator8,Principal investigator9,Principal investigator10,USDOT Program1,USDOT Program2,USDOT Program3,USDOT Subprogram1,USDOT Subprogram2,USDOT Subprogram3,Terms of use
1436056,01618005,Community perceptions of speed enforcement tolerances in Queensland,,DO,English,,,http://acrs.org.au/publications/acrs-conference-papers/acrs-database/,,,ARRB,,"This study explored the changes in community perceptions of speed enforcement tolerances in Queensland. The changes in community perceptions were revealed from an analysis of speeding related questions in an annual online survey commissioned by the Department of Transport and Main Roads, and speeding enforcement data received from the Queensland Police Service. It is envisaged that the impact of community perceptions on speeding behaviour will identify triggers to behaviour change and inform enhancements to speed management in Queensland.",Extended abstract only,"ITRD, ATRI",,,,,,,,,,,,,,,,,,,,,"Attitude (psychol), Australia, Behavior, Driver performance, Driver performance, Drivers, Enforcement (law), Interviews, Law enforcement, Law enforcement, Public opinion, Public opinion, Queensland, Safe systems (road users), Speed, Speeding, Speeding","Security and Emergencies, I73: Traffic Control",11/28/2016 2:41:00 PM,11/28/2016 2:41:00 PM,,2p,,"Wooldridge, M","Zacarias, K","Leal, N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-00,,"Australasian Road Safety Conference, 2016, Canberra, ACT, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1421647,01611885,"Effects of Automated Speed Enforcement in Montgomery County, Maryland, On Vehicle Speeds, Public Opinion, and Crashes",,DO,English,,,https://doi.org/10.1080/15389588.2016.1189076,,,,,"In May 2007, Montgomery County, Maryland, implemented an automated speed enforcement program, with cameras allowed on residential streets with speed limits of 35 mph or lower and in school zones. In 2009, the state speed camera law increased the enforcement threshold from 11 to 12 mph over the speed limit and restricted school zone enforcement hours. In 2012, the county began using a corridor approach, in which cameras were periodically moved along the length of a roadway segment. The long-term effects of the speed camera program on travel speeds, public attitudes, and crashes were evaluated.   Changes in travel speeds at camera sites from 6 months before the program began to 7½ years after were compared with changes in speeds at control sites in the nearby Virginia counties of Fairfax and Arlington. A telephone survey of Montgomery County drivers was conducted in Fall 2014 to examine attitudes and experiences related to automated speed enforcement. Using data on crashes during 2004–2013, logistic regression models examined the program's effects on the likelihood that a crash involved an incapacitating or fatal injury on camera-eligible roads and on potential spillover roads in Montgomery County, using crashes in Fairfax County on similar roads as controls.   About 7½ years after the program began, speed cameras were associated with a 10% reduction in mean speeds and a 62% reduction in the likelihood that a vehicle was traveling more than 10 mph above the speed limit at camera sites. When interviewed in Fall 2014, 95% of drivers were aware of the camera program, 62% favored it, and most had received a camera ticket or knew someone else who had. The overall effect of the camera program in its modified form, including both the law change and the corridor approach, was a 39% reduction in the likelihood that a crash resulted in an incapacitating or fatal injury. Speed cameras alone were associated with a 19% reduction in the likelihood that a crash resulted in an incapacitating or fatal injury, the law change was associated with a nonsignificant 8% increase, and the corridor approach provided an additional 30% reduction over and above the cameras. This study adds to the evidence that speed cameras can reduce speeding, which can lead to reductions in speeding-related crashes and crashes involving serious injuries or fatalities.",Abstract reprinted with permission of Taylor & Francis.,TRIS,,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Behavior, Cameras, Driver performance, Montgomery County (Maryland), Residential areas, Speed zones, Speeding, State laws, Traffic law enforcement","Highways, Operations and Traffic Management, Safety and Human Factors",9/3/2016 3:00:00 PM,9/23/2016 11:29:00 AM,Web,pp 53-58,,"Hu, Wen","McCartt, Anne T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-00,Traffic Injury Prevention,60th Annual Scientific Conference of the Association for the Advancement of Automotive Medicine (AAAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,17,sup1,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1423762,01610767,Video Collection of Traffic Violations for Public Education and Regulatory Changes,,PR,English,,,,,,North Carolina Department of Transportation,,"North Carolina has become one of the most sought after states to live in recent years as a result of job growth and affordable housing. This has inevitably resulted in substantial growth in traffic volumes and sometimes even a fast-paced, competitive lifestyle. Unfortunately, a possible consequence is more and more unsafe driving, particularly in areas where congestion is an issue. Legislators are often placed in the difficult position of having to ensure the safety of the driving public through unpopular legislation, such as red light cameras and automated speed enforcement. Likewise, the general public often does not fully understand the reasoning behind such legislation, assuming that lawmakers are simply trying to increase revenue for government spending, and not truly just trying to keep the public safe.

This project will initially serve as a proof of concept and will provide legislators, law enforcement, and the North Carolina Department of Transportation (NCDOT) with actual footage of dangerous events at known problem areas across Raleigh, North Carolina. Having a database of specific events at intersections and road segments across the capital city will provide legislators a tool with which to educate the general public when legislation is being considered that is unpopular to citizens of the state. This database will also provide law enforcement and the NCDOT the opportunity to adequately train police officers and engineers on what to look for regarding enforcement and design, respectively, at various known or suspected problem areas with respect to road geometry, signal operations, crosswalk configurations, etc.",Contract to a Performing Organization has not yet been awarded.,"RIP, STATEDOT",,,,,,,,,,,2017-14,,,,,,,,,,"Cameras, Databases, High risk locations, North Carolina, North Carolina Department of Transportation, Police, Public opinion, Regulation, Traffic violations, Training","Data and Information Technology, Education and Training, Highways, Law, Safety and Human Factors",9/19/2016 4:30:00 PM,9/19/2016 6:05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,False,0,,,2016-08-01,,,North Carolina Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1405578,01599355,The influence of the elements of procedural justice and speed camera enforcement on young novice driver self-reported speeding,,DO,English,,,https://doi.org/10.1016/j.aap.2016.03.023,http://www.sciencedirect.com/science/article/pii/S0001457516301002,,,,"Road policing is an important tool used to modify road user behaviour. While other theories, such as deterrence theory, are significant in road policing, there may be a role for using procedural justice as a framework to improve outcomes in common police citizen interactions such as traffic law enforcement. This study, using a sample of 237 young novice drivers, considered how the four elements of procedural justice (voice, neutrality, respect and trustworthiness) were perceived in relation to two forms of speed enforcement: point-to-point (or average) speed and mobile speed cameras. Only neutrality was related to both speed camera types suggesting that it may be possible to influence behaviour by emphasising one or more elements, rather than using all components of procedural justice. This study is important as it indicates that including at least some elements of procedural justice in more automated policing encounters can encourage citizen compliance.",Abstract reprinted with permission of Elsevier.,TRIS,,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Driver experience, Justice, Speeding, Teenage drivers, Traffic law enforcement, Video cameras","Highways, Safety and Human Factors",5/2/2016 1:50:00 PM,5/20/2016 3:51:00 PM,Web,pp 34-42,,"Bates, Lyndel","Allen, Siobhan","Watson, Barry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"References, Tables",2016-07-00,Accident Analysis & Prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,92,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1416707,01604801,How traffic law enforcement can contribute to safer roads,,DO,English,,,http://etsc.eu/wp-content/uploads/PIN_FLASH31_Final-1.pdf,/common/images/covers/large/1416707.png,,ARRB,,"This report aims to compare the levels of traffic law enforcement between member states. It uses as its main indicators the annual number of speeding tickets, road side alcohol breath tests, tickets for non-use of seat belt and for illegal use of a mobile phone per head of population. It also uses as indicators an annual change (in %) in the number of speeding tickets, drink driving checks, tickets for non-use of seat belt and illegal use of a mobile phone. The ideal indicator on how to assess the level of enforcement of speeding would be to compare countries on the basis of time spent on speed enforcement or checks performed both by the police and by safety camera (e.g. GoSafe, the service provider contracted by the Irish Police, has to provide a minimum of 72,000 hours of speed enforcement per year). Unfortunately this indicator is not available in most other countries. This report uses the number of tickets per thousand inhabitants, assuming that they are broadly proportionate to the level of enforcement activity. This report also includes the number of safety cameras per million inhabitants and the proportion of speeding tickets that were generated by safety cameras. Data on offences committed by non-residents are limited and available only in Belgium, France, Hungary, Lithuania, the Netherlands, Poland and Spain.",,ATRI,,,,,,,,,,,,,,,,,,,,,"Cellular telephones, Drink driving, Drunk driving, Europe, International comparison, International comparison, Law enforcement, Law enforcement, Mobile phone, Restraint usage, Safe systems (road users), Seat belt use, Speeding, Speeding, Traffic regulations, Traffic regulations",Security and Emergencies,7/18/2016 4:47:00 PM,7/18/2016 4:47:00 PM,,54p,,"Adminaite, D","Jost, G","Stipdonk, H","Ward, H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-00,,,,,,,,,,,,,European Transport Safety Council (ETSC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1398782,01600658,Random Effect Models to Predict Operating Speed Distribution on Rural Two-Lane Highways,,DO,English,,,https://doi.org/10.1061/(ASCE)TE.1943-5436.0000844,,,,,"This paper presents the results obtained from the estimation of free-flow speed on two-lane rural highways. The data used for the analysis were collected in Northwest Italy using video cameras and a laser speed gun. The model structure adopted separates the estimate of the central tendency of speeds from the typical deviations of individual speeds. Hence, in the model, the same set of variables can be used to determine both the mean value and the standard deviation of the speed distribution; the desired speed percentile is then calculated by considering the associated standard normal random variable (Z). Random effects (RE) were included in the model to account for the variability in time and space of the data that contain multiple measurements for the same road/section/direction and to remove any dependency between estimation errors from individual observations.",© 2016 American Society of Civil Engineers.,"TRIS, ASCE",,,,,,,,,,,,,,,,,,,,,"Italy, Laser radar, Operating speed, Random variables, Rural areas, Traffic flow, Two lane highways","Highways, Operations and Traffic Management, I73: Traffic Control",2/22/2016 3:08:00 PM,5/26/2016 5:14:00 PM,Web,04016019,,"Bassani, Marco","Cirillo, Cinzia","Molinari, Serena","Tremblay, Jean-Michel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,References,2016-06-00,Journal of Transportation Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,142,6,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1418786,01608550,"Calibration of Automatic Performance Measures – Speed and Volume Data: Volume 2, Evaluation of the Accuracy of Approach Volume Counts and Speeds Collected by Microwave Sensors",,DO,English,,,https://drive.google.com/file/d/1pBHGE63OUAYhNk3yRme_c2ClQc6ZYZWy/view?usp=sharing,/common/images/covers/large/1418786.png,https://rosap.ntl.bts.gov/view/dot/30839,,,"This study evaluated the accuracy of approach volumes and free flow approach speeds collected by the Wavetronix SmartSensor Advance sensor for the Signal Performance Metrics system of the Utah Department of Transportation (UDOT), using the field data collected by JAMAR counter boards for free flow approach volumes and a TruCam LiDAR gun for approach speeds. The Advance sensor is primarily designed for dilemma zone reduction. It does not have the capability to differentiate vehicles between lanes, but the Advance sensor currently used has a detection range of up to 600 ft. and has the capability to track vehicles approaching the intersection. UDOT wanted to use this capability to get added values from their investment in the Advance sensors. The approach volume accuracy was analyzed with three factors: sensor position, number of approach lanes, and approach volume level. The results showed that the high accuracy is achieved when the number of approach lanes is low, or closer to one-lane, and the approach volume level is low. The overall range of accuracy for the approach volume counts was found to range from approximately 77.8% (22.2% undercount) to 105.7% (5.7% overcount). The accuracy of approach speeds was analyzed with two factors: the number of lanes and offset position of the lanes relative to the location of the speed gun. The offset position was first tested and found not to affect the accuracy of approach speeds. In general, the difference in means was approximately ±2 mph and was not considered practically significant. The 85th percentile speed for sites with more than 50 samples were then evaluated. For these sites, the average difference in 85th percentile speed was -0.43 mph, the biggest negative difference being -1.6 mph, and the biggest positive difference being 1.5 mph. A Bootstrapping analysis was then performed to predict the expected distribution of speed differences in 85th percentile speeds. This analysis also showed the 85th percentile speeds by the LiDAR gun and the Advance sensor were not significantly different for practical traffic engineering applications.",,"NTL, TRIS, ATRI, USDOT, STATEDOT",UT-16.05,,,,,,,,,,14-8290,,,,,,,,,,"Accuracy, Data collection, Evaluation, Field studies, Free flow speeds, Laser radar, Microwave detectors, Performance measurement, Sensors, Signalized intersections, Traffic volume, Utah","Data and Information Technology, Highways, Operations and Traffic Management",8/4/2016 1:04:00 PM,8/29/2016 11:10:00 AM,Digital/other,167p,,"Saito, Mitsuru","Sanchez, Greg H","Schultz, Grant G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appendices, Figures, Photos, References, Tables",2016-05-00,,,,,,,,,,,,,Brigham Young University,Utah Department of Transportation,Federal Highway Administration,,,,,,,,,,,,,,,,,,Utah Department of Transportation,,,,,,,,,,,,,Final Report,10/2013-5/2016,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1402057,01597480,Using GIS to interpret automated speed enforcement guidelines and guide deployment decisions in mobile photo enforcement programs,,DO,English,,,https://doi.org/10.1016/j.tra.2016.02.008,http://www.sciencedirect.com/science/article/pii/S0965856416000422,,,,"Automated speed enforcement (ASE) guidelines are designed to guide enforcement agencies in operating ASE programs that are effective in improving traffic safety. Given that appropriate deployment decisions are essential to a program’s effectiveness, a number of deployment priorities are generally included in most ASE guidelines. However, when implementing the guidelines, most descriptions of deployment goals are so qualitative that they might have multiple quantitative interpretations, and thus affecting the identification of specific deployment considerations. In addition, limited research has been done to improve the process by which guidelines are implemented. Therefore, this paper proposes quantitative measures for an ASE program, in order to facilitate interpretation of the main ASE principles and improve deployment decisions. To illustrate the various types of high-priority deployment considerations, a case study in the city of Edmonton in the province of Alberta, Canada is presented. It explores the deployment outcomes of the mobile photo enforcement (MPE) program in Edmonton, in relation to six priorities identified in the provincial enforcement guidelines. Two performance measures, spatial coverage and enforcement intensity, are assessed for priority sites and non-priority sites. Moreover, the distance halo effects of MPE are considered in the review of spatial coverage. All findings are visualized using Geographic Information Systems, such that high priority sites and coverage of these sites in the historical deployment can be visually assessed. A better understanding of the governing ASE guidelines and how to implement them can help enforcement agencies to improve decision-making and resource allocation, thereby increasing program effectiveness and efficiency.",Abstract reprinted with permission of Elsevier.,TRIS,,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Automated speed enforcement, Deployment, Edmonton (Canada), Geographic information systems, Guidelines, Interpretation, Metrics (Quantitative assessment), Moveable cameras, Photographs, Resource allocation, Speeding","Highways, Law, Operations and Traffic Management, Planning and Forecasting, Vehicles and Equipment",3/28/2016 10:32:00 AM,4/28/2016 2:42:00 PM,Web,pp 141-158,,"Li, Yang","Kim, Amy Miyoung","El-Basyouny, Karim","Li, Ran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References",2016-04-00,Transportation Research Part A: Policy and Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,86,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1403173,01596709,System Analysis of Automated Speed Enforcement Implementation,,DO,English,,,http://www.nhtsa.gov/staticfiles/nti/pdf/812259-TT-AutomatedSpeedEnforcement.pdf,/common/images/covers/large/1403173.png,https://rosap.ntl.bts.gov/view/dot/2017,,,"Speeding is a major factor in a large proportion of traffic crashes, injuries, and fatalities in the United States. Automated speed enforcement (ASE) is one effective countermeasure for reducing speeding and crashes. National Highway Traffic Safety Administration (NHTSA) and the Federal Highway Administration (FHWA) co-published the Speed Enforcement Camera Systems Operational Guidelines (2008) to assist State and local agencies to plan and operate ASE systems as a component of comprehensive speed management programs. This survey, conducted in 2011-2012, examined the protocols and practices of U.S. law enforcement agencies in the deployment and implementation of ASE, public perceptions of fairness, and the nature of communication by communities regarding any positive outcomes of ASE operations. It also examined the alignment of existing ASE programs with FHWA/NHTSA Guidelines. The authors identified 107 U.S. jurisdictions with ASE programs as of October 2011, located in 12 States and the District of Columbia (91 currently active, 15 discontinued, and 1 agency that had both currently active and discontinued components of their ASE program). The authors mailed each of the 107 jurisdictions a questionnaire with follow-ups conducted by mail, e-mail, phone, and site visit. Completed questionnaires were received from 90 agencies (84% response rate). Highlights from the findings are presented in this document.",,"HSL, NTL, TRIS, ATRI, USDOT",DOT HS 812 259,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Implementation, Public opinion, Speeding, State of the practice, Surveys, Systems analysis, Traffic law enforcement, United States","Highways, Operations and Traffic Management, Safety and Human Factors",4/7/2016 11:27:00 AM,7/17/2017 2:14:00 PM,Digital/other,2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References",2016-04-00,Traffic Tech - Technology Transfer Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1398477,01591857,Driver views on speed and enforcement,,DO,English,,,https://doi.org/10.1016/j.aap.2015.12.028,http://www.sciencedirect.com/science/article/pii/S0001457515301858,,,,"This paper reports on the results of a drivers’ survey regarding the effects of speed cameras for speed enforcement in Israel. The survey was part of a larger study that accompanied the introduction of digital speed cameras. Speed camera deployment started in 2011, and till the end of 2013 twenty-one cameras were deployed in interurban road sections. Yearly surveys were taken between 2010 and 2013 in 9 gas stations near speed camera installation sites in order to capture drivers’ opinions about speed and enforcement. Overall, 1993 drivers were interviewed.  In terms of admitted speed behavior, 38% of the drivers in 2010, 21% in 2011, 13% in 2012 and 11% in 2013 reported that their driving speed was above the perceived posted speed limit. The proportion of drivers indicating some speed camera influence on driving decreased over the years. In addition, the majority of drivers (61%) predicted positive impact of speed cameras on safety. This result did not change significantly over the years. The main stated explanation for speed limit violations was time pressure, while the main stated explanation for respecting the posted speed was enforcement, rather than safety concerns.  Linear regression and sigmoidal models were applied to describe the linkage between the reported driving speed (dependent) and the perceived posted speed (independent). The sigmoidal model fitted the data better, especially at high levels of the perceived posted speeds. That is, although the perceived posted speed increased, at some point the actual driving speed levels off (asymptote) and did not increase. Moreover, the authors found that the upper asymptote of the sigmoidal model decreased over the years: from 113.22 (SE = 18.84) km/h in 2010 to 88.92 (SE = 1.55) km/h in 2013. A wide variance in perceived speed limits suggest that drivers may not know what the speed limits really are.",Abstract reprinted with permission of Elsevier.,TRIS,,,,,,,,,,,,,,,,,,,,,"Attitudes, Automated enforcement, Drivers, Highway safety, Israel, Speeding, Surveys, Traffic law enforcement, Video cameras","Highways, Safety and Human Factors, I83: Accidents and the Human Factor",2/19/2016 11:25:00 AM,2/29/2016 4:53:00 PM,Web,pp 9-21,,"Schechtman, Edna","Bar-Gera, Hillel","Musicant, Oren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References, Tables",2016-04-00,Accident Analysis & Prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,89,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1400062,01593716,Examining the Impact of ASE (Automated Speed Enforcement) in Work Zones on Driver Attention,,DO,English,,,http://www.dot.state.mn.us/research/TS/2016/201606.pdf,http://www.roadwaysafety.umn.edu/publications/researchreports/pdfdownload.pl?id=2668,/common/images/covers/large/1400062.png,,,"Each year, there are over 500 fatal crashes in work zones in the U.S., with over 100 road construction workers killed on work sites (NSC, 2011; FARS, 2011). Speed and distraction are among the top contributing factors to work zone crashes (Garber & Zhao, 2002; Mountain, Hirst, & Maher, 2005; Wilson, Willis, Hendrikz, Le Brocque, & Bellamy, 2006). The purpose of this study was to investigate the impact of different types of speed enforcement methods on driver attention in work zones. The investigation not only examined enforcement methods currently used in Minnesota, but also examined how implementing automated speed enforcement (ASE), which is not currently used in Minnesota, may influence driver attention and behavior in simulated work zones. Overall, the results do not appear to support the hypothesis that ASE without dynamic speed display sign (DSDS) improves driver attention in work zones. There is some evidence, however, that drivers did heighten their visual attention in work zones with ASE+DSDS enforcement. Drivers fixated on the secondary task display less frequently in the ASE+DSDS condition compared to other enforcement types while they traveled in the downstream portion of the work zone. The largest effects of the study were found among the age groups, with younger and older drivers exceeding the speed limit most often and varying their speed slightly depending on the type of enforcement present. Middle-aged drivers exhibited the greatest speed control and tended to abide by the speed limit to the same extent regardless of the type of enforcement present.",,"NTL, TRIS, ATRI, STATEDOT",MN/RC 2016-06,CTS #2015012,,,,,,,,,(c) 99008 (wo) 152,,,,,,,,,,"Age groups, Attention, Automated enforcement, Distraction, Drivers, Driving simulators, Minnesota, Speed control, Speed signs, Speeding, Work zone traffic control, Work zones","Highways, Operations and Traffic Management, Safety and Human Factors",3/1/2016 11:19:00 AM,5/2/2017 12:22:00 PM,Digital/other,101p,,"Morris, Nichole L","Cooper, Jennifer L","Ton, Alice","Easterlund, Peter","Plummer, John Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appendices, Figures, Photos, References, Tables",2016-01-00,,,,,,,,,,,,,"University of Minnesota, Twin Cities",Minnesota Department of Transportation,,,,,,,,,,,,,,,,,,,National Technical Information Service,,,,,,,,,,,,,Final Report,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1454110,01625761,Development of a crash modification factors model in Europe,,DO,English,,,http://vti.diva-portal.org/smash/get/diva2:926147/FULLTEXT01.pdf,/common/images/covers/large/1454110.png,,Swedish National Road and Transport Research Institute (VTI),,"The PRACT Project (Predicting Road ACcidents - a Transferable methodology across Europe) aims to develop a European accident prediction model structure that could be applied to different European road networks with proper calibration. An important part of the PRACT project involves the review of the recent and salient literature on Crash Modification Factors (CMFs) with the aim of understanding CMF availability and identifying CMF needs in Europe. In addition, a survey of 23 National Road Authorities (NRAs) from 20 countries was completed to understand CMF use and CMF needs within NRAs. The survey identified a number of CMFs that are useful to NRAs but not readily available. Based on both the literature review and the NRA survey, the PRACT project developed some key CMFs that are currently missing or underrepresented in the literature. CMFs were developed for motorways and 2-way rural roads using data from Italy, England and Germany. A number of CMFs were developed, including for work zones, speed enforcement, high friction wearing course, traffic composition, horizontal curvature and vertical gradient. This paper presents a synthesis of CMF availability and needs based on the survey of NRAs and an extensive review of the literature, and outlines the development process for CMFs within the PRACT Project.",,"ITRD, VTI",,,,,,,,,,,,,,,,,,,,,"Accident, Construction sites, Crashes, Curvature, Degree of curvature, Enforcement (law), Estimation, Forecasting, Friction, Friction, Geometric design, Hazards, Law enforcement, Layout, Model (not math), Prediction, Risk, Scale models, Speed limit, Speed limits, Work zone","Safety and Human Factors, Security and Emergencies, I81: Accident Statistics, I82: Accidents and Transport Infrastructure",2/9/2017 12:07:00 PM,3/30/2017 4:41:00 AM,,12p,,"Karathodorou, Niovi","Graham, Daniel J","RICHTER, THOMAS","Ruhl, Stephan","La Torre, Francesca","Domenichini, Lorenzo","Yannis, George","Dragomanovits, Anastasios","Laiou, Alexandra",,,,,,,,,,,,,,,,,,,,,,,,,,2016-00-00,,Road Safety on Five Continents (RS5C): 17th International Conference,,,,,,,,,,,Swedish National Road and Transport Research Institute (VTI),,,,,,,,,,,,,,,,,,,,Swedish National Road and Transport Research Institute (VTI),,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
